,time,lat,lon,velocity,heading,baroaltitude,geoaltitude,onground,hour
3597,1641418148.0,32.54969787597656,-96.80570068359373,136.2694086114981,298.4033049933959,1844.04,1836.42,false,1641416400.0
3598,1641418149.0,32.55030227919756,-96.80698316924423,136.2694086114981,298.4033049933959,1844.04,1836.42,false,1641416400.0
3599,1641418150.0,32.55053504038665,-96.80748764349488,136.0254531821685,298.2126987971509,1844.04,1836.42,false,1641416400.0
3600,1641418151.0,32.55146608514301,-96.80956159319197,136.0254531821685,298.2126987971509,1836.42,1828.8,false,1641416400.0
3602,1641418153.0,32.552490234375,-96.81185302734372,136.0254531821685,298.2126987971509,1836.42,1828.8,false,1641416400.0
3603,1641418154.0,32.55309541346663,-96.81314896564095,136.0254531821685,298.2126987971509,1836.42,1828.8,false,1641416400.0
3604,1641418155.0,32.55368041992188,-96.81443481445314,136.0254531821685,298.2126987971509,1836.42,1828.8,false,1641416400.0
3605,1641418156.0,32.55425921941207,-96.81567133689413,135.5723439380837,298.3154809724447,1836.42,1828.8,false,1641416400.0
3606,1641418157.0,32.55482482910156,-96.81696166992185,135.5723439380837,298.3154809724447,1836.42,1828.8,false,1641416400.0
3607,1641418158.0,32.55542302535752,-96.81824976084181,135.5723439380837,298.3154809724447,1836.42,1828.8,false,1641416400.0
3609,1641418160.0,32.55658683130297,-96.82077213209504,135.5723439380837,298.3154809724447,1836.42,1828.8,false,1641416400.0
3610,1641418161.0,32.55715942382812,-96.82207031249999,135.1196738953143,298.4189521522604,1836.42,1828.8,false,1641416400.0
3611,1641418162.0,32.5576171875,-96.82305908203125,135.1196738953143,298.4189521522604,1836.42,1828.8,false,1641416400.0
3615,1641418166.0,32.5601806640625,-96.82860717773434,134.6674474828434,298.523118606312,1836.42,1828.8,false,1641416400.0
3616,1641418167.0,32.56086730957031,-96.83014526367185,134.6674474828434,298.523118606312,1836.42,1828.8,false,1641416400.0
3617,1641418168.0,32.56142826403602,-96.83142214405291,134.4225535648298,298.33045808554,1836.42,1828.8,false,1641416400.0
3619,1641418170.0,32.56235930879237,-96.8334400410555,134.4225535648298,298.33045808554,1836.42,1828.8,false,1641416400.0
